timestamp,level,ue_id,src,dst,success_rate
1,link,,AMF_1,SMF_3,0.997961
1,link,,AMF_3,gNB_1,0.997106
1,link,,AMF_4,gNB_5,0.998027
1,link,,AMF_1,gNB_9,0.997313
1,link,,AMF_4,gNB_4,0.998281
1,link,,AMF_2,SMF_7,0.997762
1,link,,SMF_8,UPF_7,0.997471
1,link,,AMF_4,gNB_2,0.997871
1,link,,AMF_2,SMF_1,0.998007
1,link,,AMF_1,gNB_12,0.998273
1,link,,SMF_3,UPF_7,0.998887
1,link,,AMF_4,gNB_11,0.998402
1,link,,SMF_3,UPF_6,0.997775
1,link,,SMF_2,UPF_4,0.997736
1,link,,SMF_6,UPF_2,0.997603
1,link,,AMF_1,gNB_1,0.99795
1,link,,AMF_2,gNB_5,0.997668
1,link,,AMF_2,gNB_4,0.998648
1,link,,SMF_2,UPF_2,0.997329
1,link,,AMF_4,gNB_8,0.998026
1,link,,SMF_4,UPF_2,0.998715
1,link,,AMF_4,gNB_3,0.998039
1,link,,SMF_7,UPF_4,0.997367
1,link,,AMF_4,SMF_6,0.998541
1,link,,AMF_4,gNB_10,0.997655
1,link,,AMF_4,SMF_7,0.997509
1,link,,SMF_6,UPF_1,0.998265
1,link,,AMF_2,gNB_11,0.997227
1,link,,AMF_3,SMF_6,0.997297
1,link,,AMF_4,SMF_5,0.997049
1,link,,AMF_1,SMF_2,0.998669
1,link,,SMF_6,UPF_3,0.997277
1,link,,AMF_4,gNB_6,0.997849
1,link,,AMF_2,gNB_8,0.998467
1,link,,AMF_2,gNB_3,0.998692
1,link,,SMF_6,UPF_6,0.997778
1,link,,SMF_5,UPF_7,0.99778
1,link,,SMF_5,UPF_6,0.998663
1,link,,SMF_5,UPF_5,0.99813
1,link,,AMF_2,gNB_10,0.998681
1,link,,AMF_4,SMF_8,0.998589
1,link,,SMF_2,UPF_7,0.998736
1,link,,SMF_8,UPF_5,0.997815
1,link,,SMF_4,UPF_7,0.997305
1,link,,AMF_1,gNB_7,0.998105
1,link,,AMF_3,gNB_5,0.998817
1,link,,AMF_3,gNB_4,0.998642
1,link,,AMF_2,SMF_5,0.998819
1,link,,AMF_1,SMF_1,0.998952
1,link,,AMF_3,gNB_2,0.998975
1,link,,AMF_4,gNB_12,0.997468
1,link,,AMF_2,gNB_6,0.998834
1,link,,AMF_2,SMF_8,0.998298
1,link,,AMF_3,gNB_11,0.998845
1,link,,SMF_1,UPF_1,0.997869
1,link,,AMF_1,gNB_5,0.998386
1,link,,AMF_1,gNB_4,0.997729
1,link,,AMF_1,gNB_2,0.998562
1,link,,AMF_4,SMF_4,0.998055
1,link,,AMF_2,gNB_12,0.998535
1,link,,SMF_7,UPF_2,0.998217
1,link,,AMF_3,gNB_8,0.998385
1,link,,AMF_3,gNB_3,0.998438
1,link,,AMF_1,gNB_11,0.998379
1,link,,SMF_6,UPF_5,0.997648
1,link,,SMF_8,UPF_4,0.997515
1,link,,AMF_4,SMF_3,0.997941
1,link,,SMF_2,UPF_3,0.99801
1,link,,AMF_2,SMF_4,0.997235
1,link,,AMF_3,SMF_5,0.998101
1,link,,SMF_4,UPF_3,0.997113
1,link,,SMF_2,UPF_6,0.997431
1,link,,AMF_1,SMF_6,0.997041
1,link,,AMF_1,gNB_8,0.997036
1,link,,SMF_2,UPF_5,0.997948
1,link,,AMF_3,gNB_6,0.997073
1,link,,AMF_4,gNB_9,0.997427
