timestamp,level,ue_id,src,dst,success_rate
1,link,,AMF_4,gNB_1,0.997188
1,link,,AMF_3,gNB_2,0.997282
1,link,,SMF_5,UPF_2,0.998215
1,link,,AMF_2,gNB_9,0.998102
1,link,,AMF_2,gNB_6,0.997302
1,link,,SMF_4,UPF_5,0.997284
1,link,,AMF_2,SMF_1,0.997886
1,link,,AMF_3,gNB_1,0.998322
1,link,,AMF_1,gNB_8,0.997637
1,link,,SMF_8,UPF_6,0.998445
1,link,,AMF_4,gNB_10,0.9981
1,link,,AMF_4,SMF_4,0.998197
1,link,,SMF_4,UPF_2,0.998724
1,link,,SMF_3,UPF_3,0.999
1,link,,AMF_3,gNB_10,0.997201
1,link,,AMF_4,SMF_5,0.997983
1,link,,AMF_3,SMF_4,0.998814
1,link,,AMF_4,gNB_4,0.998643
1,link,,AMF_4,gNB_11,0.997588
1,link,,AMF_3,SMF_5,0.998574
1,link,,AMF_3,gNB_4,0.997915
1,link,,AMF_3,gNB_11,0.997993
1,link,,AMF_3,SMF_7,0.998182
1,link,,SMF_7,UPF_1,0.998099
1,link,,SMF_5,UPF_6,0.997512
1,link,,SMF_8,UPF_1,0.997999
1,link,,AMF_2,SMF_5,0.998585
1,link,,AMF_2,gNB_4,0.997284
1,link,,AMF_2,gNB_11,0.997663
1,link,,SMF_1,UPF_1,0.997812
1,link,,AMF_4,SMF_8,0.998912
1,link,,SMF_3,UPF_5,0.997362
1,link,,SMF_4,UPF_6,0.997077
1,link,,SMF_6,UPF_1,0.998253
1,link,,SMF_3,UPF_2,0.997553
1,link,,AMF_4,gNB_8,0.998586
1,link,,AMF_1,gNB_5,0.998322
1,link,,SMF_2,UPF_1,0.997452
1,link,,AMF_4,SMF_6,0.998696
1,link,,AMF_3,gNB_8,0.997468
1,link,,AMF_3,SMF_6,0.998834
1,link,,AMF_2,SMF_8,0.997176
1,link,,AMF_4,gNB_7,0.998884
1,link,,SMF_7,UPF_4,0.997767
1,link,,AMF_1,SMF_2,0.99702
1,link,,AMF_4,SMF_2,0.998561
1,link,,AMF_1,gNB_12,0.99704
1,link,,AMF_3,SMF_2,0.9973
1,link,,AMF_2,gNB_8,0.998482
1,link,,AMF_1,gNB_3,0.997658
1,link,,AMF_1,SMF_3,0.997338
1,link,,SMF_8,UPF_7,0.99787
1,link,,AMF_4,gNB_3,0.998846
1,link,,SMF_1,UPF_7,0.997501
1,link,,AMF_2,gNB_7,0.997635
1,link,,SMF_6,UPF_4,0.997422
1,link,,SMF_7,UPF_2,0.998347
1,link,,SMF_2,UPF_4,0.998259
1,link,,AMF_2,SMF_2,0.997496
1,link,,SMF_6,UPF_7,0.99725
1,link,,AMF_4,gNB_5,0.997999
1,link,,AMF_2,gNB_3,0.998099
1,link,,SMF_1,UPF_3,0.997583
1,link,,SMF_5,UPF_1,0.997667
1,link,,AMF_3,gNB_5,0.99844
1,link,,AMF_3,gNB_7,0.998635
1,link,,AMF_1,gNB_2,0.998103
1,link,,SMF_3,UPF_1,0.998813
1,link,,SMF_4,UPF_1,0.997416
1,link,,SMF_2,UPF_2,0.997172
1,link,,AMF_1,gNB_1,0.997146
1,link,,AMF_4,gNB_2,0.997126
1,link,,SMF_2,UPF_3,0.997855
1,link,,AMF_4,gNB_12,0.997815
1,link,,SMF_7,UPF_6,0.998612
1,link,,AMF_2,gNB_5,0.998743
1,link,,AMF_4,SMF_3,0.99709
1,link,,AMF_3,gNB_12,0.997076
1,link,,SMF_5,UPF_3,0.997465
1,link,,AMF_1,gNB_10,0.998182
1,link,,AMF_1,SMF_4,0.99787
1,link,,AMF_3,gNB_3,0.997387
1,link,,AMF_3,SMF_3,0.997359
1,link,,SMF_8,UPF_5,0.997067
1,link,,AMF_1,SMF_5,0.998697
1,link,,AMF_1,gNB_4,0.998341
1,link,,AMF_1,gNB_11,0.997427
1,link,,AMF_1,SMF_7,0.997065
1,link,,AMF_4,SMF_7,0.997896
1,link,,AMF_2,gNB_2,0.998823
1,link,,SMF_8,UPF_2,0.997113
1,link,,AMF_2,gNB_1,0.99785
1,link,,AMF_2,gNB_12,0.997078
